..wurdest Du Luder Du nicht mit Rede.-und Schreibverbot belegt ..? Berlin Berlin....Migranten überall...im Rathaus und auf Straßen...ne richtige Kanackenstadt geworden..oder heißt es Kanackenstaat..	offense	abuse	sexism
Machtgerangel in Deutschland, zum Kotz**, nur nicht auf den Gedanken kommen für das Dem Deutschen Volke zu wirken, Willkommen im Schland 😜	offense	profanity	none
An alle Pferde Hunde Katzen Kühe usw....ihr seid voll im Arsch...!	offense	profanity	none
Deutsche Medien, Halbwahrheiten und einseitige Betrachtung, wie bei allen vom Staat finanzierten billigen Propagandainstitutionen 😜	offense	abuse	none
Laut Infos des Bayrischen Flüchtlingsrats geht der nächste Abschiebungsflug aller Voraussicht nach am 27.3. von MÜNCHEN nach #Afghanistan.	none	none	none
Bin wieder zu Hause in meinem Mecklenburg - in Szczecin meinte man, Murksel bekam heute die Aufmerksamkeit in Washington, die sie verdient 😜	offense	insult	none
Einem Kind Geräusche zu verbieten sei etwa so unmöglich, wie einem Afrikaner seine Hautfarbe zu verbieten. Harald Martenstein	none	none	none
Wenn das schon alle behaupten....wieso ist die alte noch immer auf freiem Fuß...?	offense	insult	sexism
Sie wissen aber, um welche Zahlen es sich da dreht?	none	none	none
Weil sich mit den Heulsusen niemand fotografieren lässt, sind die traurig...😂😂😂	none	none	none
Wo kriegen die nur ihr Slogans ihre Schlagwörter her...? 😂😂😂😂😂	none	none	none
Das meiste geht eh wieder für die Asylanten drauf 🤮	offense	abuse	none
Das ist eine Moslem-Schlampe , die es hoffentlich noch bereuen wird .Ich habe kein Mitleid nur Schadenfreude!	offense	abuse	sexism
Der Luther wird sich im Grabe rumdrehen!	none	none	none
Yoh. Vorauseilender Gehorsam, der eigentlich nichts anderes ist als Angst, welche aus dem Wissen resultiert, es mit einem unberechenbaren Bösewicht zu tun zu haben. Konfrontation und klare Kante wie die Ösis kriegen die Deutschen nicht mehr hin... Kastriertes Dummvolk	offense	insult	none
Da der Islam im Grunde eine Rassistische Ideologie ist kann sie kein Theologe sein. Eher eine verwirrte Deutsche die sich gerne Lumpen auf den Kopf legt und sich Sharia gemäß gern von ihrem Mann falsch vorhanden verprügeln lässt.	offense	abuse	sexism
RAUS MIT DIESEN IRREN AUS DEM BUNDESTAG, sollen ihre Konfettischwulenparaden woanders feiern, am besten in Türkei bei Özdingens !	offense	abuse	none
Ist doch wahr, denn dieses dicke Etwas bekommt kaum zwei zusammenhängenden Sätze heraus und von sinnvoll rede ich garnicht erst 😜	offense	abuse	none
Ursprünglich (gestern) ging es um FEMA-Camps - wir sind keinen Schritt weiter. Da platzt einem der Arsch - sorry.	offense	profanity	none
Der in der „Man kann gegen die viel sagen, aber sie organisiert selbst den Auszug aus der Regierungsbildung immer noch professioneller als die ihren allmählichen Einzug.“	none	none	none
Jede verdammte Einsatzbesprechung vor Schichtantritt ist eine verdammte Interne Anweisung und ich meine I A =ähnlich Schreiben! Lüge??nö!!	offense	profanity	none
Kahane, Extremismus-Expertin??? 😂😂😂 Hinterlistig schnüffeln, wie ein Trüffelschwein trifft`s eher 😜	offense	insult	none
Mit Europa im Zentrum meinen die Polit🤡 wohl die verrottete, korrupte #EU	offense	insult	none
😂😂😂 Phantomschmerz (fehlende Eier) und Machtgeilheit zwangen heute erneut den Bayern-Horsti ohne Vaseline in den Ar*** der Kanzlerette 😜	offense	insult	sexism
Dummes Geschwätz von Kern. Er ist für Lösungen. Bin ich auch. Unfähige Nulltipper davonjagen. Die Wahlen kommen.	offense	abuse	none
Die ganze Welt schüttelt den Kopf oder lacht uns aus und dieses dumme Weib, Merkel, macht fleißig weiter !	offense	insult	sexism
Warum veröffentlicht ihr keine Bilder von linken Anarchisten?Die gibt es zuhauf!Aber ihr seit nur ein Unterstützer dieser Horden!	offense	abuse	none
Es gibt bei uns keine Pressefreiheit mehr. Wir sind eine Bananenrepublik wie Simbabwe!	offense	abuse	none
Der Unterschied zwischen Udo Jürgens und Conchita zeigt wie sehr sich Europa in 4 Jahrzehnte gewandelt hat. Lebt damit!	none	none	none
Weil es kleine fotzen.sind Kamerad!!	offense	insult	sexism
Schwach ist,wer sich nicht um Land u Volk kümmert,dann übernahmen schon immer andere die Macht,das beweist d. gesamte Menschheitsgeschichte😜	none	none	none
Was haben deutsche mit dem Islam zu tun??	none	none	none
Lese gerade bei Akif das die komische Ich auch-Debatte noch läuft !! Meine Lebensgefährtin sagte das es auffallend sei das die Frauen die jetzt die Klappe aufreißen erst ab einem bestimmten Karrieregrad nun meinen das sie die Scheere nicht aufmachen wollten! Soviel dazu!	offense	abuse	sexism
Mit Grünen Verrückten kann man nicht diskutieren!!!!	offense	abuse	none
Für den zensierten Scheiss auch noch mehr bezahlen? So eine Unverschämtheit.Freie Senderwahl ich bezahl nur die Sender die ich sehen will.	offense	profanity	none
Wir werden auf Jahre hin verseucht.....dieses Unkraut, auch dieses in den eigenen Reihen, kriegen wir nie wieder los...!!	offense	abuse	none
Ich habe mal geträumt,ja ein Albtraum, ich wäre der SED-Stasi-Trulla auf Ohrfeigenabstand nahe gekommen und mit jedem Watschen wurde sie häßlicher und gruseliger. Erst als ich die Faust einsetzte bekam ihre Horrorfratze die Schönheit die sie verdient !	offense	abuse	sexism
Vasallen schweigt und kriecht weiter, was ihr ja schon seit Jahren macht!	offense	insult	none
Heilige FÄKALIEN, da läuft gerade Anne Will(schön sein) auf 3SAT!Keine Ahnung ob Wiederholung oder so,iss auch egal ! NUR SO EINEN HAUFEN GEMEINSCHMUTZIGER DUMMHEIT HAB ich selten gesehen ! Spiegelt voll den ZUSTAND DEUTSCHLANDS ! BÖSER TRUMP, SUPER MUSLIME !	offense	abuse	sexism
Hallo, war einige Tage in PL, bin gerade zurück u. muss erst all die positiven Eindrücke verarbeiten😜Horsti u. Murksel, ein Thema in PL 😂😂😂	offense	insult	none
Der beste Beweis dafür das man auch ohne Hirn aufrecht stehen kann....das ist unterirdisch das ist eines Politiker unwürdig Wie kann diese Frau nur so dumm und dämlich sein...??	offense	abuse	sexism
Infotweet: Antifaschisten sind alle vernachlässigte Scheidungskinder	offense	insult	none
Sag mal glaubt ihr allen Ernstes die Kacke dieser sogenannten Umfragen, mal ehrlich??	offense	profanity	none
Kleinstaat Tschechei läßt keine Moslems in Land. Die #EU schon. Also lieber Kleinstaat der Interessen seiner Bürger vertritt	none	none	none
ich habe geschrieben Zwang GEZ und Inhalte ARD ZDF sind zu kritisieren	none	none	none
....die lächerliste Person seit es die Linken gibt. Mit einem Maulkorb für Katja wäre es ruhiger um die Linken und zudem wäre sie dann attraktiver...!	offense	abuse	sexism
Verdammt nochmal, Ihr Italiener. Schließt endlich Eure Häfen für ShuttleschiffeWir brauchen keine illegalen Einwanderer.	offense	profanity	none
Von der Leyen soll sich endlich um ihre Kinder kümmern. Ab an den Herd. In ihrem Job absolut unfähig.	offense	abuse	sexism
Tja, entweder hat früher gelogen und sich verstellt, oder er war nie anders - mich langweilt der Scheiß enorm. Ich guck gleich zu meinen Nicht-Deutschen Followern - das ist interessant und aufbauend.	offense	profanity	none
...worauf du einen lassen kannst....ich war Gestern dein Feind bin es heute und werde es auch in Zukunft sein..! Wir brauchen ganz sicher etwas....aber dich nicht...!!	offense	profanity	none
Habt ihr schon in Erwägung gezogen das die Wahlen nur reine Verarsche sind, seit 1949 sind immer die gleichen Volksverräter dran, wie blöd kann man sein und das nicht irgendwann zu durchschauen ‼️	offense	abuse	none
Mal sehen...wenn ich jetzt schreiben würde mann soll Flüchtlinge würgen dann werde ich bestimmt gesperrt..?	offense	abuse	none
Ich schlage vor jedem Abgeordneten im Bundestag den Koran zur Pflicht Lektüre werden zu lassen. 90%kennen ihn gar nicht.	none	none	none
Frankreich werden 10 GOLDENE JAHRE vorhergesagt ! Kein Wunder, Matschbirne Schulz will ja unser Geld verschenken! Der dumme DEUTSCHE macht das ja ! Langsam bekomme ich Magengeschwüre und weiß nicht mehr wohin mit meiner WUT !	offense	insult	none
Selbstverständlich. Fett gepamperte Zugpferde sämtlicher arabischer Islamlobbys. Wenn diese am Ziel sind, werden die Damen unter das Kopftuch entsorgt	offense	abuse	sexism
Die setzt statt auf Aus Bildung und Berufserfahrung auf Qoutenweiber. #Sozenversenken	offense	insult	sexism
Tja wenn man kooperiert und Mitstreiter verrät,gibts als Belohnung Freispruch!	none	none	none
Hab gerade ein paar Ausschnitte dusselige Will geschaut lol ! Klasse Weidel , die Blödmänner gehen wie Besenbinder aufeinander los !👍🏻👍🏻👍🏻👍🏻	offense	insult	none
Wir hatten keine Probleme in der Truppe. Es gab keine Frauen in der Truppe, und das war gut so.	offense	abuse	sexism
#illner Das Söder nun auf #AfD Programm macht und die Wahrheit ausspricht,welche nur bei der AfD rassistisch und polemisch,bei Söder aber bürgernahe Erkenntnis ist,scheint #87Prozent überhaupt nicht zu stören. Ja...so sind sie.Die Heuchler und Doppelmoraler.	offense	insult	none
#Mobbing an Schulen setzt sich jetzt in der Politik fort Altparteien sprechen alle nicht mit der #AfD sondern nur abfällig(Nazi) über sie	offense	profanity	none
Schon ein Wahnsinn....obwohl nichtmal 1/3 der Bevölkerung sie gewählt hat darf sie trotzdem weiter regieren. Ist zum kotzen!	offense	profanity	none
Es reicht wenn sie lächelt, wirkt zwar nicht intelligenter ist aber angenehmen für die drumrum ....!	offense	insult	sexism
Sie können gelassen auf jeden Polit-Idioten warten, der auch einen Krieg nur in Erwägung zieht 😜	offense	insult	none
G20 ist geplante Verarschung von #Merkel Die Gewaltexzesse sichern ihren nächsten Wahlsieg Außer Spesen nix gewesen	offense	insult	none
Weil diese Antifantenbrut nicht ihre Gesichter zeigt! Solche Linksversifften Menschen gehören nicht auf die Straße sondern .... *zensiert*!	offense	abuse	none
Solange solch Polit-Pfeifen, wie Murksel u. ihre Muschpoke bestimmen, was RECHTS ist, läuft mir das am Ars** vorbei - dieses verlogene Pack😜	offense	abuse	none
Eine Frage die sich jeder stellt.	none	none	none
damit ihnen alle nach dem mund quatschen? stimmt, dann wirds bestimmt besser... #ironie off aber gut, hatten wir ja alles schon mal 🧐	none	none	none
Oh Gott, sehe gerade Laschet in den n-tv Nachrichten, ich glaube ich muss ko***, mir ist schlecht 🤢🤢🤢	offense	insult	none
melde dich doch, ich war noch da 😎	none	none	none
Aber ein Bildausschnitt reicht, um Mio Wähler zu überzeugen &gt; bewusste Manipulation der Leser dieser Lügenpresse 😜	offense	abuse	none
Könntet ihr mich bitte aus dem Thread rausnehmen, das Klugscheißern von Ao und dessen oberlehrerhaften Bevormundungen gehen einem langsam auf den Sack. Danke	offense	insult	none
Bin 1947 geboren und habe mit diesem ganzen Scheiß nichts am Hut! Basta!	offense	profanity	none
Genau...und wir haben zu viele Arschlöcher..!	offense	profanity	none
Es ist zum Kotzen, seit Tagen!	offense	profanity	none
Keine Strafen für türkische Doppelstaatsbürger. Sofortige Aberkennung der österr. Staatsbürgerschaft, und ab damit ins Sultanat.	offense	abuse	none
Früher...schon viel früher... Schade das die Verantwortlichen bis dahin schon abgekratzt sind....früher wäre besser	offense	profanity	none
Kann man diesen ganzen Scheiß noch glauben..?	offense	profanity	none
Ein weiterer Grund, den ich häufig erlebe, ist, dass es zu wenig Männer (richtige Männer 😉) im Schuldienst gibt. Erfolgreicher Unterricht ist vor allem auch Identifikation. Mädchen lieben mich, Jungen rebellieren...	offense	insult	sexism
Kann dir keine direkt Nachrichten senden wasn los???	none	none	none
ZF Erdowahn und seine Koran und Sharia Treue Gemeinde sind die schlimmsten Rassisten. Wir haben dem Islam heute den Krieg erklärt. Wir haben diese Spinner 800Jahre gewarnt. Jetzt ist Schluss mit Lustig. ++ Deus Vult +++	offense	abuse	none
Wenn Trump der neue Hitler ist, Was ist dann Clinton?? Clinton Der Antichrist !!!!	offense	abuse	none
Wacht endlich auf, denkt an die Zukunft eurer Kinder. Oder möchtet ihr eure Töchter mit Kopftuch und mit 12 verheiratet sehen? Ich nicht, darum wähle ich AFD! #illner	offense	abuse	sexism
Abnehmen hat sich nicht gelohnt...fett weg Hirn weg...!	offense	abuse	none
An Merkel, Gauck, Flintenuschi &amp; Co: Wer Krieg predigt, ist des Teufels Feldprediger (altes Deutsches Sprichwort) 😜	offense	insult	sexism
Ja das ist das Ergebnis wenn blinde auf taube treffen....und das die nächsten 4 Jahre...holly shit	offense	insult	none
Pure Verzweiflung 😂😂😂 das würde sich nicht einmal ein Nafri antun, nehmen eher zur Not `ne Ziege 😂😂😂	offense	abuse	none
Einweisen ...dafür gibt’s die geschlossenen... Und den der diese alte hübsch findet oder gar erotisch....ebenfalls..! ....im Land ihresgleichen bestimmt der Renner...😃😃	offense	abuse	sexism
Flintenuschi kam heute in der Berliner Gedächtniskirche groß raus 😂😂😂 wo sie doch ihre Kriege u. ihre Söldner so liebt. 😂😂😂	offense	insult	sexism
Dieses Schwein darf nicht abgeschoben werden...noch nicht...der soll erst seine Strafe absitzen und deutscher Knast ist kein Urlaub. Dafür bezahle ich gerne extra...!	offense	insult	none
Beitrittserklärungen nimmt zukünftig #Pfarrer/#Pfarrerin entgegen; Zustimmung #Kirchenvorstand nicht notwendig #altkatholisch #aksynode16	none	none	none
Wer schützt eigentlich psychisch Kranke Menschen vor pauschalen Vorurteilen?	none	none	none
Heute wird “Unwort des Jahres” bekanntgegeben. Wie wärs mit „Fresse“, „Kacke“ oder „Bätschi”? 😂	offense	profanity	none
Leute regt euch nicht auf....negative Berichte haben eine positive Wirkung....AfD bleibt und wird stärker Wie sagte die komische Kuh von den Grünen...und ich freu mich darauf....😂😂	offense	insult	none
Es nervt tierisch. Bitte löscht die doch mal - die klauen euch die Zeit und sind resistent gegen alles, vor allem Bildung. Kruzifixnochmal!	none	none	none
Es ist eindeutig und unmissverständlich.....unsere humanitäre Haltung ist falsch naiv und dumm, vollkommen im Arsch.	offense	profanity	none
Und was haben wir Deutsche für Rechte ?Wir sind die Leidtragenden im Buntland!	offense	abuse	none
Merkel hat soviel Ahnung vom Auto, wie die berühmte Kuh vom Sonntag!	offense	insult	none
Das ist vollkommen richtig und kann nur so diesen Irrsinn Wirtschaftsflüchtlinge stoppen!	offense	abuse	none
OMG.....was für eine ekelhaft häßliche Frau..dieses Gesicht nur auf dem Boden einer Mülltonne zu gebrauchen...!	offense	insult	sexism
Dass wir diese ganzen IS-Kämpfer haben ist ausschließlich die Schuld der Amerikaner. Scheinheiliges Volk.	offense	insult	none
Auf allen Sendern wieder ein einseitiges und völlig verfälschtes Geschichtsbild (Bsp. ntv) &gt; zum KOT*** 🤢	offense	profanity	none
Weiterhin: Die telefonische Beratung ist nur ein Teil unserer Arbeit. Die gibt es schon seit Jahrzehnten. Was heißt das? Auch für den Bestand dieses Angebots ist die Zahl der Flüchtlinge irrelevant.	none	none	none
Stimmt aber dazu ist er zu blöde.	offense	insult	none
n-tv: Startschwierigkeiten bei Antiterror-Übung &gt; Ich: Wenn Dilettanten unter Flintenuschis Obhut schon Krieg spielen! 😂😂😂	offense	insult	sexism
Sie sind ein Steuerbetrüger und haben die einzige demokratische Partei Deutschlands AfD, nicht zu beleidigen! Bald sind Sie verschwunden!	offense	insult	none
Die SPD ist heute so überflüssig wie die Haare an meinen Arsch. Die neue Volkspartei ist die AFD. #illner	offense	profanity	none
Es ist und bleibt was es ist....illegal..! Gebt Ihnen was zu essen was zu trinken...und statt die gleiche beschwerliche Rückreise einen angenehmen Rückflug..!	none	none	none
Wir machen dies Frau bis zur Wahl im September fertig!! Zeigen wir der Welt wer diese Volksverräterin wirklich ist!!	offense	abuse	none
Was ist jetzt der Vorwurf an mich?	none	none	none
Mich besorgt das Säbelrasseln gegen RU. Ich kenne das russ. Militär v. 1974-1988 sehr gut u. glauben Sie, d. NATO ist KEIN Gegner.	none	none	none
Salvatore, siehst Du nicht, wer da aus Afrika kommt? Wenn Du diese rücksichtslosen Invasoren willst, dann füttere sie selbst, und sitz.	offense	abuse	none
Italien will anderen Staaten illegal Eingereiste aufzwingen anstatt sie zurückzuschicken. Sie haben kein Recht auf Asyl, verdammt.	offense	profanity	none
Familienrückführung statt Familiennachzug....das wäre das einzig logische vernünftige und anständige. Alles andere ist Menschendiebstahl...!	offense	abuse	none
Früher war in der Bronx sicherer als heute in DE	none	none	none
Wenn Merkel die Geschichte d. USA kennen würde, wüsste sie, dass d. USA kein Interesse an einem starken Europa mit einer Kanzlerette haben 😜	none	none	sexism
MERKEL MUß WEG !! UND DAS SCHNELL UND RÜCKSTANDSLOS !! DIESER GRÖßENWAHNSINNIGE ALKOHOLIKER SCHULZ DARF HIER NICHTS ZU SAGEN HABEN, AUßER IN DER GESCHLOSENEN! DAS DARF DOCH ALLES NICHT WAHR SEIN !	offense	abuse	none
Im Grunde ist es fast psychopathisch, wie Trump ständig überprüft wird. Habt ihr Säcke auch schon seinen Stuhlgang überprüft?	offense	insult	none
Dortmund:Leipzig Die großmäuligen Dortmunder werden von Leipzig hergespielt. Großartig!	offense	insult	none
Für Kinderfickerei gibt es keine Härtefälle Hier gelten Deutsche Gesetze und sonst nichts!	offense	profanity	none
33 bis 45 habe ich noch gar nicht gelebt und es geht mir am Arsch vorbei was in dieser Zeit geschehen ist. Ich lebe im heute und jetzt und nicht in der Vergangenheit.	offense	profanity	none
Das ist mir scheiss-egal Hauptsache sie scheiden aus ,bin 60er Fan!!!!!!!!!	offense	profanity	none
Bei wem haben die die Umfrage gemacht, euch kann man jeden Scheiß erzählen ihr glaubt einfach alles was die Systemmedien euch weiß machen	offense	profanity	none
Für d Schweinejournalisten Pack von ARD u ZDF ist es Hetze wenn man d tatsächlichen Zustände in diesem Merkeltollhaus anprangert Jetzt AFD	offense	abuse	none
Die Caritativen Einrichtungen sind mir jetzt sowas von scheissegal! Habe Austritt aus der Kirch beantragt.!!!!!!!!	offense	profanity	none
MEIN GOTT ! WAS HAT DIE SED-TRULLA MIT HILFE VON LINKEN U-BOOTEN AUS DEUTSCHLAND GEMACHT !?!? DAS DAS DAS DURFTE !!	offense	abuse	sexism
Wer Andersgläubig oder Immigrant ist erhält dafür Bewährung bei harten Straftaten! LÄUFT DOCH IN D!	offense	abuse	none
Die Türken dringen hier ein und wollen uns ihre Art zu leben aufzwingen. Und beschimpfen unsere entscheidungsunfähigen Weicheier als Nazis.	offense	abuse	none
Wenn Hacker die Bundestagswahl beeinflussen sollen, ist Merkel die Leithäckerin &gt; sie hackt sich den Stuhl unter`m gewaltigen Arsch weg 😂😂😂	offense	insult	sexism
Achja ... und steckt euch euren - in Wahrheit RASSISTISCHEN - #diversity-Scheißdreck sonstwohin ...	offense	profanity	none
Antrag 29 wird an die Rechtskommission überwiesen - #aksynode16	none	none	none
Die Linke ist auch eine Nachfolger Partei der SED abschaffen? Auf jedenfalls eher als den 1.Mai.	none	none	none
Rüstungsausgaben NATO ca. 900 Milliarden, Russland ca. 66 Milliarden. Welchem Idioten wollen die Berliner Hirne einreden, RU sei aggressiv 😜	offense	profanity	none
Danke, dass ihr verlinkt habt. Allerdings haben 286 Menschen vermittelt und nicht 80!	none	none	none
Irgend ein Idiot hat sich über die „Feuerzangenbowle „ aufgeregt weil dieser Film während der Nazizeit gedreht wurde.Was. Ist mit den Bestsellers wie „Emil und die Detektive „ Pünktchen und Anton „oder „das fliegende Klassenzimmer „von Erich Kästner.	offense	profanity	none
Streit um Flüchtlings-Obergrenze - So könnten CDU und CSU ihr Gesicht wahren 😜 Wenn eine hässliche Fratze gemeint ist, geht`s 😜	offense	insult	none
Eine dumme Labertasche dieser ...	offense	insult	none
Die hätte man früher als Hexe verbrannt.	offense	abuse	sexism
Gummigeschosse auf die Birnen von marodierenden Demonstranten. Dann werden sie fliehen und die Ärsche retten wollen.	offense	abuse	none
Wenn der Islam in Europa wirklich eines Tages die Überhand gewinnt, dann werden die linksgrünen Bahnhofsklatscher die ersten sein die ihre Köpfe verlieren. Denn auch der Islam hasst Verräter.	offense	abuse	none
Netanyahu als durchgeknallter Führer &amp; Israel brutale Unterdrückung vorwerfen. Wie konnte das passieren? Wer ist verantwortlich?	none	none	none
Deutschlands Zukunft wird am Hindukusch entschieden #SPD Zitat Das stimmt. Wir haben dort verloren. Jetzt fluten die Afganen nach Deutschland und zerstören es von innen.	offense	abuse	none
Einheimische hassen ihr eigenes Volk und würden alles für fremde tun das gibt es nur in Deutschland	offense	abuse	none
Sippenhaftung. Alles, was mit Islamismus zu tun hat -- aus Europa davonjagen---.Sofort. Wie damals die Türken im 17. Jh. vor Wien.	offense	abuse	none
wenn sie das so sehen, ist das ihr problem. mir jedenfalls geht es nicht ums vorführen.... stellen sie sich eine person im studio vor, die sie sehr kritisch sehen. da wollen sie dann doch auch, dass wir ordentlich nachfragen. die gegenseite einnehmen. oder nicht?	none	none	none
Wenn die Grünen Stinktiere in Deutschland verschwinden im September, wird Deutschlands Luft enorm besser werden!	offense	abuse	none
Die CDU und andere Parteien sind ein verlogener Haufen Politiker die sich die Taschen auf Steuerzahlers Kosten voll machen! 😨	offense	abuse	none
Wir werden überall benachteiligt. Viele Mütter in Leipzig suchen seit Jahren Kindergartenplätze. Die Neuhinzugekommenen aus Arabien kriegen ihn hinterhergeworfen. Vong Integration wegen...	none	none	none
Warum kehren denn die schieße Türken nicht ins ihr Land zurück?	offense	abuse	none
Das Thema Klima ist bei den Grünen allzeit beliebt...früher sprachen sie sogar von einer Klimakatastrophe...😂 Viel Ahnung von nichts..!	none	none	none
Wenn du sicher gehen möchtest dass sich keine Frau von dir sexistisch behandelt fühlt, dann spricht doch einfach mit keiner mehr. #MeToo	offense	abuse	sexism
Der „Beamte“ , du meinst einen bewaffneten Uniformierten von der Firma mit der Wortmarke POLIZEI ‼️	none	none	none
Alles zu maskulinistisch!! Die Kinder brauchen mehr #Genderwahn. Der Fladen muss also eine VaginaMütze und ein BallettTutu tragen. Über der Burka, selbstverständlich.	offense	abuse	sexism
Hab gerade N24 am laufen und glaube die Alte,also die Sprecherin, hat den TÜRKENdöner als DEUTSCHES NATIONALGERICHT bezeichnet !! Ja wo gibts denn sowas? Ich kenne keine DEUTSCHE Pommesbude die diesen Moslemtoast verkauft ! MEINE FRESSE geht hier ein Scheiß ab !	offense	abuse	sexism
Bald haben wir in Berlin Einen Imam als Bürgermeister.RRG haben abgewirtschaftet .Am besten wäre es wenn wir eine Mauer um Berlin ziehen,um das Pack mitsamt der Meck-Pomm Schlampe zu isolieren ,aber bitte keine Care-Paketflieger schicken!	offense	abuse	sexism
Wenn ich die gesamten deutschfeindlichen Labereien von Oppermann, Stegner usw. hier aufführen würde, knallte der Server durch!	offense	insult	none
😂😂 Wie die SPD ler bei Erdogan und anderen Terror Türken	offense	abuse	none
EU und dieses Schland mischen sich wieder MIT VERLOGENEN DARSTELLUNGEN in die Innenpolitik Polens ein &gt; DAS GEHT IHNEN EINEN SCHEISSDRECK AN	offense	profanity	none
Hab ich auch nicht verstanden :-)	none	none	none
Ich weiß zwar nicht, was Altmaier heute wieder geraucht hat, aber es wird im mögl. Konflikt keine GEWINNER mehr geben 😜	offense	insult	none
Du weißt doch, ich kann nicht anders 😜	none	none	none
Zum #Iran sich ausschweigen, aber #Israel, die einzige #Demokratie in der #Levante, einen Apartheidstaat nennen, ist purer #Antisemitismus! Die #SPD hat ja anscheinend einige Kandidaten, wie #Schulz, #Gabriel &amp; #Steinmeier. Eine #GroKo 2.0 Regierung wird #Deutschland schaden!	none	none	none
Beinah hätten Sie recht: 3021 wär das Datum, wenn Rot-Rot-Grün demnächst regieren würde! :-)	none	none	none
Deutsche Rentner müssen Flaschen sammeln und die Grünen labern was von Klimaschutz.	offense	profanity	none
Und wenn schon, weiß doch jeder halbwegs schlaue was gemeint ist ! Gammatikfehlersuche ist eigentlich ein linkes Ding!	none	none	none
Die ganze Welt mutiert zum Kindergarten. Trump hat ein Shithole Shithole genannt. Jetzt dürfen alle Shithole Bewohner -anstatt das Shithole aufzuräumen - beleidigt alle Stühle umschmeissen, Flaggen verbrennen und Weiße abschlachten.	offense	profanity	none
Vielmehr - Liebe passiert manchmal einfach. Sie fragt nicht: Wer bist du und wie definierst du dich? Sie geschieht.	none	none	none
Bei Familienfragen kennt sich die Alte bestens aus... Wenn wir schon familienfreundlich handeln wollen gibt es bessere Lösungen: Keine Einreise für Alleinstehende..!	offense	insult	sexism
Der erste Satz von Kurz schon symptomatisch bezeichnend, das merkelsche Einhornschloß enlarvend: nun, wir wußten schon ziemlich früh, wohin die Reise geht #Maischberger	offense	insult	none
